"Year","kms Driven","Fuel Type","Suspension","Price","Car Model"
"2018","54000 kms "," Petrol "," Automatic"," 6.80 Lakh","Honda Jazz V CVT"
"2021","60000 kms "," Diesel "," Manual"," 4.22 Lakh","Honda Amaze S Diesel"
"2017","40430 kms "," Petrol "," Automatic"," 6.25 Lakh","Honda Jazz V CVT"
"2016","53025 kms "," Petrol "," Automatic"," 7.45 Lakh","Honda City i VTEC CVT VX"
"2014","50857 kms "," Petrol "," Manual"," 5.25 Lakh","Honda City SV MT"
"2015","45112 kms "," Petrol "," Manual"," 6.90 Lakh","Honda City i VTEC V"
"2019","44984 kms "," Petrol "," Automatic"," 13.50 Lakh","Honda City ZX CVT"
"2010","60000 kms "," Petrol "," Manual"," 2.45 Lakh","Honda Accord 2.4 MT"
"2014","70000 kms "," Petrol "," Manual"," 3.20 Lakh","Honda Amaze VX i-Vtech"
"2014","70000 kms "," Diesel "," Manual"," 3 Lakh","Honda Amaze S i-Dtech"
"2012","70000 kms "," Petrol "," Manual"," 2.80 Lakh","Honda Jazz X"
"2014","117000 kms "," Petrol "," Manual"," 2.80 Lakh","Honda Amaze E i-Vtech"
"2021","33500 kms "," Petrol "," Automatic"," 12.50 Lakh","Honda City VX CVT"
"2015","120000 kms "," Diesel "," Manual"," 5 Lakh","Honda Mobilio RS i-DTEC"
"2007","80000 kms "," Petrol "," Manual"," 2.20 Lakh","Honda City VTEC"
"2014","58007 kms "," Petrol "," Manual"," 3.50 Lakh","Honda Amaze SX i-VTEC"
"2021","30000 kms "," Diesel "," Automatic"," 11.50 Lakh","Honda Amaze VX CVT Diesel"
"2015","61272 kms "," Petrol "," Manual"," 5.80 Lakh","Honda City V MT AVN"
"2016","88008 kms "," Petrol "," Manual"," 4.80 Lakh","Honda Amaze S Petrol"
"2011","79000 kms "," Petrol "," Automatic"," 3.50 Lakh","Honda City 1.5 V AT"
"2013","110000 kms "," Diesel "," Manual"," 2.30 Lakh","Honda Amaze EX i-Dtech"
"2014","120000 kms "," Diesel "," Manual"," 3.50 Lakh","Honda Mobilio V Option i-"
"2010","78352 kms "," Petrol "," Automatic"," 4.60 Lakh","Honda City 1.5 V AT"
"2018","90000 kms "," Diesel "," Manual"," 6.50 Lakh","Honda BR-V i-DTEC V MT"
"2019","17782 kms "," Petrol "," Manual"," 7 Lakh","Honda Jazz 1.2 VX i VTEC"
"2015","200000 kms "," Diesel "," Manual"," 3.50 Lakh","Honda Amaze S i-Dtech"
"2015","55590 kms "," Petrol "," Manual"," 4.10 Lakh","Honda Brio VX"
"2013","90000 kms "," Petrol "," Manual"," 5.50 Lakh","Honda City 1.5 V MT Sunro"
"2019","80000 kms "," Diesel "," Manual"," 10.10 Lakh","Honda WR-V i-DTEC VX"
"2015","50000 kms "," Petrol "," Automatic"," 4.65 Lakh","Honda Amaze VX AT i-Vtech"
"2013","90000 kms "," Petrol "," Manual"," 4 Lakh","Honda City S"
"2019","35000 kms "," Petrol "," Manual"," 6.28 Lakh","Honda Amaze S Petrol BSIV"
"2021","30000 kms "," Petrol "," Manual"," 9.50 Lakh","Honda WR-V VX"
"2015","70000 kms "," Diesel "," Manual"," 6.15 Lakh","Honda Jazz 1.5 VX i DTEC"
"2021","2000 kms "," Petrol "," Manual"," 6.50 Lakh","Honda Amaze S Petrol"
"2009","110000 kms "," Petrol "," Manual"," 1.25 Lakh","Honda City 1.5 E MT"
"2018","29500 kms "," Petrol "," Manual"," 6.50 Lakh","Honda Amaze VX i-VTEC"
"2020","27500 kms "," Petrol "," Automatic"," 8.75 Lakh","Honda Amaze Exclusive Edi"
"2008","92000 kms "," Petrol "," Manual"," 95,000","Honda City GXi"
"2006","40000 kms "," Petrol "," Automatic"," 4 Lakh","Honda Civic 1.8 S AT"
"2019","110000 kms "," Diesel "," Manual"," 9.15 Lakh","Honda WR-V i-DTEC VX"
"2020","20000 kms "," Petrol "," Manual"," 6.10 Lakh","Honda Amaze S Petrol"
"2018","21000 kms "," Petrol "," Automatic"," 10.25 Lakh","Honda City i-VTEC CVT ZX"
"2008","60000 kms "," Petrol "," Manual"," 1.20 Lakh","Honda City 1.5 E MT"
"2012","97320 kms "," Petrol "," Manual"," 3.63 Lakh","Honda City E"
"2012","79999 kms "," Petrol "," Manual"," 3.10 Lakh","Honda Brio S MT"
"2011","70000 kms "," Petrol "," Manual"," 3.60 Lakh","Honda City 1.5 E MT"
"2014","110000 kms "," Diesel "," Manual"," 3.50 Lakh","Honda City i DTEC SV"
"2017","35000 kms "," Petrol "," Automatic"," 9.35 Lakh","Honda City i-VTEC CVT ZX"
"2016","32000 kms "," Petrol "," Manual"," 7.25 Lakh","Honda City i VTEC V"
"2016","70000 kms "," Petrol "," Manual"," 3 Lakh","Honda Amaze EX i-Vtech"
"2021","70000 kms "," Diesel "," Manual"," 10 Lakh","Honda WR-V VX Diesel"
"2017","55203 kms "," Petrol "," Manual"," 7.45 Lakh","Honda City i-VTEC V"
"2010","50000 kms "," Petrol "," Manual"," 3 Lakh","Honda Accord 2.4 MT"
"2008","120000 kms "," Petrol "," Manual"," 1.60 Lakh","Honda City 1.5 E MT"
"2015","59900 kms "," Petrol "," Automatic"," 5.65 Lakh","Honda Jazz 1.2 V AT i VTE"
"2016","37000 kms "," Petrol "," Manual"," 6.95 Lakh","Honda City i VTEC VX Opti"
"2018","120000 kms "," Diesel "," Manual"," 9 Lakh","Honda City i-DTEC ZX"
"2010","100000 kms "," Petrol "," Manual"," 3 Lakh","Honda Accord 2.4 MT"
"2016","28000 kms "," Petrol "," Manual"," 4.70 Lakh","Honda Brio 1.2 VX MT"
"2017","30000 kms "," Petrol "," Manual"," 4.50 Lakh","Honda Amaze S i-VTEC"
"2008","80000 kms "," Petrol "," Manual"," 2 Lakh","Honda Civic 1.8 V MT"
"2016","35000 kms "," Diesel "," Manual"," 6.20 Lakh","Honda Jazz 1.5 VX i DTEC"
"2008","110000 kms "," Petrol "," Manual"," 1.25 Lakh","Honda Civic 1.8 V MT"
"2015","37326 kms "," Petrol "," Manual"," 5 Lakh","Honda Jazz 1.2 S i VTEC"
"2018","60000 kms "," Diesel "," Manual"," 9 Lakh","Honda City i-DTEC V"
"2007","110000 kms "," Petrol "," Manual"," 4.50 Lakh","Honda CR-V RVi MT"
"2016","50000 kms "," Petrol "," Automatic"," 7.80 Lakh","Honda City i VTEC CVT SV"
"2006","110000 kms "," Petrol "," Manual"," 1.80 Lakh","Honda City GXi"
"2017","16665 kms "," Petrol "," Automatic"," 11.50 Lakh","Honda City i-VTEC CVT VX"
"2013","110000 kms "," Diesel "," Manual"," 3.35 Lakh","Honda Amaze EX i-Dtech"
"2019","47297 kms "," Petrol "," Automatic"," 15 Lakh","Honda Civic ZX"
"2006","186719 kms "," Petrol "," Manual"," 90,000","Honda City GXi"
"2007","90000 kms "," Petrol "," Manual"," 1.22 Lakh","Honda Civic 1.8 V MT"
"2016","31500 kms "," Petrol "," Manual"," 4.25 Lakh","Honda Amaze S i-VTEC"
"2017","39735 kms "," Petrol "," Manual"," 5.10 Lakh","Honda Amaze S Petrol"
"2017","36000 kms "," Petrol "," Manual"," 6.10 Lakh","Honda City i VTEC S"
"2015","35341 kms "," Diesel "," Manual"," 3 Lakh","Honda Amaze S i-Dtech"
"2017","8602 kms "," Petrol "," Manual"," 7.25 Lakh","Honda City V MT AVN"
"2016","28000 kms "," Petrol "," Manual"," 4.70 Lakh","Honda Brio 1.2 VX MT"
"2017","30000 kms "," Petrol "," Manual"," 4.50 Lakh","Honda Amaze S i-VTEC"
"2008","80000 kms "," Petrol "," Manual"," 2 Lakh","Honda Civic 1.8 V MT"
"2016","35000 kms "," Diesel "," Manual"," 6.20 Lakh","Honda Jazz 1.5 VX i DTEC"
"2008","110000 kms "," Petrol "," Manual"," 1.25 Lakh","Honda Civic 1.8 V MT"
"2015","37326 kms "," Petrol "," Manual"," 5 Lakh","Honda Jazz 1.2 S i VTEC"
"2018","60000 kms "," Diesel "," Manual"," 9 Lakh","Honda City i-DTEC V"
"2007","110000 kms "," Petrol "," Manual"," 4.50 Lakh","Honda CR-V RVi MT"
"2016","50000 kms "," Petrol "," Automatic"," 7.80 Lakh","Honda City i VTEC CVT SV"
"2006","110000 kms "," Petrol "," Manual"," 1.80 Lakh","Honda City GXi"
"2017","16665 kms "," Petrol "," Automatic"," 11.50 Lakh","Honda City i-VTEC CVT VX"
"2013","110000 kms "," Diesel "," Manual"," 3.35 Lakh","Honda Amaze EX i-Dtech"
"2019","47297 kms "," Petrol "," Automatic"," 15 Lakh","Honda Civic ZX"
"2006","186719 kms "," Petrol "," Manual"," 90,000","Honda City GXi"
"2007","90000 kms "," Petrol "," Manual"," 1.22 Lakh","Honda Civic 1.8 V MT"
"2016","31500 kms "," Petrol "," Manual"," 4.25 Lakh","Honda Amaze S i-VTEC"
"2017","39735 kms "," Petrol "," Manual"," 5.10 Lakh","Honda Amaze S Petrol"
"2017","36000 kms "," Petrol "," Manual"," 6.10 Lakh","Honda City i VTEC S"
"2015","35341 kms "," Diesel "," Manual"," 3 Lakh","Honda Amaze S i-Dtech"
